年份,国家,灾害类型,灾害子类型,区域,灾害频次,总死亡人数,总受灾人数,总经济损失(千美元)
1999,伊朗,地球物理灾害,地震,西亚/中东,1,1,2690,0.0
1999,伊朗,地球物理灾害,地震,西亚/中东,1,20,4100,0.0
1999,伊朗,地球物理灾害,地震,西亚/中东,1,0,250,0.0
2000,伊朗,地球物理灾害,地震,西亚/中东,1,1,2015,0.0
2000,伊朗,地球物理灾害,地震,西亚/中东,1,0,1000,0.0
2001,伊朗,地球物理灾害,地震,西亚/中东,1,0,1000,0.0
2002,伊朗,地球物理灾害,地震,西亚/中东,1,1,780,0.0
2002,伊朗,地球物理灾害,地震,西亚/中东,1,2,20056,0.0
2002,伊朗,地球物理灾害,地震,西亚/中东,1,227,111300,300000.0
2002,伊朗,地球物理灾害,地震,西亚/中东,1,0,15015,0.0
2002,伊朗,地球物理灾害,地震,西亚/中东,1,0,5,0.0
2003,伊朗,地球物理灾害,地震,西亚/中东,1,0,10080,0.0
2003,伊朗,地球物理灾害,地震,西亚/中东,1,0,1091,0.0
2003,伊朗,地球物理灾害,地震,西亚/中东,1,1,17525,21666.0
2003,伊朗,地球物理灾害,地震,西亚/中东,1,26796,267628,500000.0
2003,伊朗,地球物理灾害,地震,西亚/中东,1,0,725,0.0
2004,伊朗,地球物理灾害,地震,西亚/中东,1,35,498,165000.0
2005,伊朗,地球物理灾害,地震,西亚/中东,1,0,110,0.0
2005,伊朗,地球物理灾害,地震,西亚/中东,1,612,94766,80000.0
2005,伊朗,地球物理灾害,地震,西亚/中东,1,13,100,0.0
2005,伊朗,地球物理灾害,地震,西亚/中东,1,0,21912,0.0
2006,伊朗,地球物理灾害,地震,西亚/中东,1,0,7006,0.0
2006,伊朗,地球物理灾害,地震,西亚/中东,1,63,161418,42262.0
2006,伊朗,地球物理灾害,地震,西亚/中东,1,0,70,0.0
2008,伊朗,地球物理灾害,地震,西亚/中东,1,0,170,0.0
2008,伊朗,地球物理灾害,地震,西亚/中东,1,6,20545,0.0
2009,伊朗,地球物理灾害,地震,西亚/中东,1,0,269,0.0
2010,伊朗,地球物理灾害,地震,西亚/中东,1,0,750,0.0
2010,伊朗,地球物理灾害,地震,西亚/中东,1,0,274,0.0
2010,伊朗,地球物理灾害,地震,西亚/中东,1,1,32,0.0
2010,伊朗,地球物理灾害,地震,西亚/中东,1,0,104,0.0
2010,伊朗,地球物理灾害,地震,西亚/中东,1,7,25,0.0
2010,伊朗,地球物理灾害,地震,西亚/中东,1,3,3600,0.0
2012,伊朗,地球物理灾害,地震,西亚/中东,1,306,61546,500000.0
2012,伊朗,地球物理灾害,地震,西亚/中东,1,6,5523,0.0
2012,伊朗,地球物理灾害,地震,西亚/中东,1,0,238,0.0
2013,伊朗,地球物理灾害,地震,西亚/中东,1,37,4350,600000.0
2013,伊朗,地球物理灾害,地震,西亚/中东,1,0,27,0.0
2013,伊朗,地球物理灾害,地震,西亚/中东,1,8,1620,0.0
2014,伊朗,地球物理灾害,地震,西亚/中东,1,1,330,2000.0
2014,伊朗,地球物理灾害,地震,西亚/中东,1,0,12250,43000.0
2017,伊朗,地球物理灾害,地震,西亚/中东,1,3,2262,2000.0
2017,伊朗,地球物理灾害,地震,西亚/中东,1,444,209000,740000.0
2017,伊朗,地球物理灾害,地震,西亚/中东,1,2,120,0.0
2018,伊朗,地球物理灾害,地震,西亚/中东,1,0,5042,0.0
2018,伊朗,地球物理灾害,地震,西亚/中东,1,2,13255,0.0
2018,伊朗,地球物理灾害,地震,西亚/中东,1,0,716,0.0
2003,哈萨克斯坦,地球物理灾害,地震,中亚,1,3,36626,0.0
1992,吉尔吉斯斯坦,地球物理灾害,地震,中亚,1,54,86806,130000.0
1992,吉尔吉斯斯坦,地球物理灾害,地震,中亚,1,4,50000,31000.0
1997,吉尔吉斯斯坦,地球物理灾害,地震,中亚,1,0,1230,2000.0
2006,吉尔吉斯斯坦,地球物理灾害,地震,中亚,1,0,12050,0.0
2008,吉尔吉斯斯坦,地球物理灾害,地震,中亚,1,0,3000,0.0
2008,吉尔吉斯斯坦,地球物理灾害,地震,中亚,1,74,1197,0.0
2011,吉尔吉斯斯坦,地球物理灾害,地震,中亚,1,0,0,0.0
2015,吉尔吉斯斯坦,地球物理灾害,地震,中亚,1,0,16780,12000.0
2017,吉尔吉斯斯坦,地球物理灾害,地震,中亚,1,0,5000,0.0
1930,缅甸,地球物理灾害,地震,东南亚,1,500,0,0.0
1930,缅甸,地球物理灾害,地震,东南亚,1,36,0,0.0
1941,缅甸,地球物理灾害,地震,东南亚,1,15,0,0.0
1991,缅甸,地球物理灾害,地震,东南亚,1,0,160,0.0
1995,缅甸,地球物理灾害,地震,东南亚,1,0,0,0.0
2004,缅甸,地球物理灾害,地震,东南亚,1,71,15700,500000.0
2011,缅甸,地球物理灾害,地震,东南亚,1,74,21277,3600.0
2012,缅甸,地球物理灾害,地震,东南亚,1,38,1486,1170.0
2016,缅甸,地球物理灾害,地震,东南亚,1,4,1152,10000.0
1934,尼泊尔,地球物理灾害,地震,南亚,1,9040,0,0.0
1966,尼泊尔,地球物理灾害,地震,南亚,1,80,20100,1000.0
1980,尼泊尔,地球物理灾害,地震,南亚,1,100,240600,245000.0
1988,尼泊尔,地球物理灾害,地震,南亚,1,709,301016,60000.0
1993,尼泊尔,地球物理灾害,地震,南亚,1,0,285,0.0
2011,尼泊尔,地球物理灾害,地震,南亚,1,7,167949,0.0
2015,尼泊尔,地球物理灾害,地震,南亚,1,8831,5639722,5174000.0
2015,尼泊尔,地球物理灾害,地震,南亚,1,138,2428,0.0
1935,巴基斯坦,地球物理灾害,地震,南亚,1,60000,0,0.0
1945,巴基斯坦,地球物理灾害,地震,南亚,1,4000,0,0.0
1974,巴基斯坦,地球物理灾害,地震,南亚,1,4700,50200,3255.0
1981,巴基斯坦,地球物理灾害,地震,南亚,1,250,2000,0.0
1981,巴基斯坦,地球物理灾害,地震,南亚,1,6,237,0.0
1983,巴基斯坦,地球物理灾害,地震,南亚,1,24,543,3000.0
1984,巴基斯坦,地球物理灾害,地震,南亚,1,4,12,0.0
1985,巴基斯坦,地球物理灾害,地震,南亚,1,5,12038,2000.0
1986,巴基斯坦,地球物理灾害,地震,南亚,1,0,750,0.0
1990,巴基斯坦,地球物理灾害,地震,南亚,1,11,250,0.0
1990,巴基斯坦,地球物理灾害,地震,南亚,1,11,40,1000.0
1990,巴基斯坦,地球物理灾害,地震,南亚,1,0,6,0.0
1991,巴基斯坦,地球物理灾害,地震,南亚,1,300,204794,10000.0
1992,巴基斯坦,地球物理灾害,地震,南亚,1,4,0,0.0
1992,巴基斯坦,地球物理灾害,地震,南亚,1,36,2100,0.0
1997,巴基斯坦,地球物理灾害,地震,南亚,1,50,10100,0.0
1998,巴基斯坦,地球物理灾害,地震,南亚,1,1,611,0.0
2001,巴基斯坦,地球物理灾害,地震,南亚,1,12,914292,500.0
2002,巴基斯坦,地球物理灾害,地震,南亚,1,3,0,0.0
2002,巴基斯坦,地球物理灾害,地震,南亚,1,17,15065,0.0
2002,巴基斯坦,地球物理灾害,地震,南亚,1,19,140782,0.0
2004,巴基斯坦,地球物理灾害,地震,南亚,1,24,13148,0.0
2005,巴基斯坦,地球物理灾害,地震,南亚,1,73338,5128309,5200000.0
2008,巴基斯坦,地球物理灾害,地震,南亚,1,166,75320,10000.0
2011,巴基斯坦,地球物理灾害,地震,南亚,1,2,1000,0.0
2013,巴基斯坦,地球物理灾害,地震,南亚,1,41,15175,0.0
2013,巴基斯坦,地球物理灾害,地震,南亚,1,399,185749,100000.0
2013,巴基斯坦,地球物理灾害,地震,南亚,1,22,50,0.0
2015,巴基斯坦,地球物理灾害,地震,南亚,1,280,502590,0.0
2015,巴基斯坦,地球物理灾害,地震,南亚,1,3,85,0.0
2016,巴基斯坦,地球物理灾害,地震,南亚,1,6,142,0.0
2000,塔吉克斯坦,地球物理灾害,地震,中亚,1,0,6000,0.0
2002,塔吉克斯坦,地球物理灾害,地震,中亚,1,3,1050,0.0
2002,塔吉克斯坦,地球物理灾害,地震,中亚,1,0,500,0.0
2004,塔吉克斯坦,地球物理灾害,地震,中亚,1,0,180,0.0
2006,塔吉克斯坦,地球物理灾害,地震,中亚,1,3,15427,22000.0
2007,塔吉克斯坦,地球物理灾害,地震,中亚,1,11,7003,0.0
2010,塔吉克斯坦,地球物理灾害,地震,中亚,1,0,7840,1500.0
2011,塔吉克斯坦,地球物理灾害,地震,中亚,1,0,0,0.0
2012,塔吉克斯坦,地球物理灾害,地震,中亚,1,2,2531,0.0
2015,塔吉克斯坦,地球物理灾害,地震,中亚,1,2,7976,5000.0
2016,塔吉克斯坦,地球物理灾害,地震,中亚,1,0,155,0.0
1955,泰国,地球物理灾害,地震,东南亚,1,500,0,0.0
1995,泰国,地球物理灾害,地震,东南亚,1,0,0,0.0
2004,泰国,地球物理灾害,地震,东南亚,1,8345,67007,1000000.0
2011,泰国,地球物理灾害,地震,东南亚,1,1,16,0.0
2014,泰国,地球物理灾害,地震,东南亚,1,1,17523,62000.0
1992,乌兹别克斯坦,地球物理灾害,地震,中亚,1,9,50000,0.0
2011,乌兹别克斯坦,地球物理灾害,地震,中亚,1,13,0,0.0
1957,蒙古,地球物理灾害,地震,蒙俄,1,1200,0,0.0
1918,菲律宾,地球物理灾害,地震,东南亚,1,100,0,0.0
1948,菲律宾,地球物理灾害,地震,东南亚,1,27,0,0.0
1954,菲律宾,地球物理灾害,地震,东南亚,1,13,101,0.0
1955,菲律宾,地球物理灾害,地震,东南亚,1,400,2000,0.0
1960,菲律宾,地球物理灾害,地震,东南亚,1,32,0,0.0
1967,菲律宾,地球物理灾害,地震,东南亚,1,200,0,0.0
1968,菲律宾,地球物理灾害,地震,东南亚,1,271,261,5000.0
1970,菲律宾,地球物理灾害,地震,东南亚,1,14,200,0.0
1973,菲律宾,地球物理灾害,地震,东南亚,1,14,64,450.0
1976,菲律宾,地球物理灾害,地震,东南亚,1,6000,181348,134000.0
1977,菲律宾,地球物理灾害,地震,东南亚,1,1,60030,100.0
1982,菲律宾,地球物理灾害,地震,东南亚,1,0,0,0.0
1983,菲律宾,地球物理灾害,地震,东南亚,1,19,1901,2227.0
1985,菲律宾,地球物理灾害,地震,东南亚,1,2,175,0.0
1990,菲律宾,地球物理灾害,地震,东南亚,1,1,34504,900.0
1990,菲律宾,地球物理灾害,地震,东南亚,1,4,15,0.0
1990,菲律宾,地球物理灾害,地震,东南亚,1,2412,1597553,369600.0
1994,菲律宾,地球物理灾害,地震,东南亚,1,81,270866,3700.0
1994,菲律宾,地球物理灾害,地震,东南亚,1,0,218,0.0
1995,菲律宾,地球物理灾害,地震,东南亚,1,0,0,0.0
1999,菲律宾,地球物理灾害,地震,东南亚,1,6,190,1794.0
2002,菲律宾,地球物理灾害,地震,东南亚,1,15,73451,1714.0
2009,菲律宾,地球物理灾害,地震,东南亚,1,0,392,90.0
2011,菲律宾,地球物理灾害,地震,东南亚,1,0,28,0.0
2012,菲律宾,地球物理灾害,地震,东南亚,1,113,320277,8900.0
2012,菲律宾,地球物理灾害,地震,东南亚,1,0,4001,0.0
2012,菲律宾,地球物理灾害,地震,东南亚,1,1,28879,3244.0
2013,菲律宾,地球物理灾害,地震,东南亚,1,230,3222224,51459.0
2016,菲律宾,地球物理灾害,地震,东南亚,1,8,202,0.0
2017,菲律宾,地球物理灾害,地震,东南亚,1,8,16857,13974.0
2017,菲律宾,地球物理灾害,地震,东南亚,1,0,25000,2000.0
2017,菲律宾,地球物理灾害,地震,东南亚,1,3,16500,4364.0
1982,波兰,地球物理灾害,地震,中东欧,1,0,1050,0.0
1918,俄罗斯,地球物理灾害,地震,蒙俄,1,47,0,0.0
1994,俄罗斯,地球物理灾害,地震,蒙俄,1,11,2342,0.0
1995,俄罗斯,地球物理灾害,地震,蒙俄,1,1989,750,64100.0
1999,俄罗斯,地球物理灾害,地震,蒙俄,1,0,6240,900.0
1999,俄罗斯,地球物理灾害,地震,蒙俄,1,1,5020,0.0
2000,俄罗斯,地球物理灾害,地震,蒙俄,1,0,19108,920.0
2003,俄罗斯,地球物理灾害,地震,蒙俄,1,3,1805,10600.0
2004,俄罗斯,地球物理灾害,地震,蒙俄,1,0,138,0.0
2006,俄罗斯,地球物理灾害,地震,蒙俄,1,0,12040,55000.0
2007,俄罗斯,地球物理灾害,地震,蒙俄,1,2,7512,420000.0
2008,俄罗斯,地球物理灾害,地震,蒙俄,1,13,5235,0.0
1903,土耳其,地球物理灾害,地震,西亚/中东,1,6000,0,0.0
1912,土耳其,地球物理灾害,地震,西亚/中东,1,923,1575,0.0
1928,土耳其,地球物理灾害,地震,西亚/中东,1,50,209,0.0
1938,土耳其,地球物理灾害,地震,西亚/中东,1,149,800,0.0
1939,土耳其,地球物理灾害,地震,西亚/中东,1,43,0,0.0
1939,土耳其,地球物理灾害,地震,西亚/中东,1,32962,0,20000.0
1939,土耳其,地球物理灾害,地震,西亚/中东,1,60,68,0.0
1940,土耳其,地球物理灾害,地震,西亚/中东,1,37,0,0.0
1942,土耳其,地球物理灾害,地震,西亚/中东,1,3000,0,0.0
1942,土耳其,地球物理灾害,地震,西亚/中东,1,4000,0,0.0
1943,土耳其,地球物理灾害,地震,西亚/中东,1,2824,5000,0.0
1944,土耳其,地球物理灾害,地震,西亚/中东,1,3959,0,0.0
1944,土耳其,地球物理灾害,地震,西亚/中东,1,27,0,0.0
1946,土耳其,地球物理灾害,地震,西亚/中东,1,839,0,0.0
1948,土耳其,地球物理灾害,地震,西亚/中东,1,260,0,0.0
1949,土耳其,地球物理灾害,地震,西亚/中东,1,437,355,0.0
1951,土耳其,地球物理灾害,地震,西亚/中东,1,54,150,0.0
1952,土耳其,地球物理灾害,地震,西亚/中东,1,18,0,0.0
1952,土耳其,地球物理灾害,地震,西亚/中东,1,62,250,0.0
1953,土耳其,地球物理灾害,地震,西亚/中东,1,1200,50000,0.0
1957,土耳其,地球物理灾害,地震,西亚/中东,1,23,100,0.0
1957,土耳其,地球物理灾害,地震,西亚/中东,1,53,119,0.0
1962,土耳其,地球物理灾害,地震,西亚/中东,1,97,267,0.0
1964,土耳其,地球物理灾害,地震,西亚/中东,1,23,13100,5000.0
1966,土耳其,地球物理灾害,地震,西亚/中东,1,14,0,0.0
1966,土耳其,地球物理灾害,地震,西亚/中东,1,2394,109500,20000.0
1967,土耳其,地球物理灾害,地震,西亚/中东,1,183,326073,3000.0
1968,土耳其,地球物理灾害,地震,西亚/中东,1,29,0,0.0
1969,土耳其,地球物理灾害,地震,西亚/中东,1,41,350,0.0
1970,土耳其,地球物理灾害,地震,西亚/中东,1,1086,83448,55600.0
1971,土耳其,地球物理灾害,地震,西亚/中东,1,57,0,0.0
1971,土耳其,地球物理灾害,地震,西亚/中东,1,878,88665,5000.0
1975,土耳其,地球物理灾害,地震,西亚/中东,1,2385,53372,17000.0
1976,土耳其,地球物理灾害,地震,西亚/中东,1,2,6,0.0
1976,土耳其,地球物理灾害,地震,西亚/中东,1,4,28,0.0
1976,土耳其,地球物理灾害,地震,西亚/中东,1,3840,216000,25000.0
1977,土耳其,地球物理灾害,地震,西亚/中东,1,30,0,0.0
1978,土耳其,地球物理灾害,地震,西亚/中东,1,0,2645,0.0
1983,土耳其,地球物理灾害,地震,西亚/中东,1,1346,834137,25000.0
1984,土耳其,地球物理灾害,地震,西亚/中东,1,3,375038,0.0
1984,土耳其,地球物理灾害,地震,西亚/中东,1,3,375035,0.0
1985,土耳其,地球物理灾害,地震,西亚/中东,1,0,579,0.0
1985,土耳其,地球物理灾害,地震,西亚/中东,1,0,165,0.0
1986,土耳其,地球物理灾害,地震,西亚/中东,1,15,20100,0.0
1986,土耳其,地球物理灾害,地震,西亚/中东,1,0,1003,0.0
1992,土耳其,地球物理灾害,地震,西亚/中东,1,653,348850,750000.0
1995,土耳其,地球物理灾害,地震,西亚/中东,1,94,160240,205800.0
1996,土耳其,地球物理灾害,地震,西亚/中东,1,0,26006,30000.0
1998,土耳其,地球物理灾害,地震,西亚/中东,1,145,1589600,550000.0
1998,土耳其,地球物理灾害,地震,西亚/中东,1,0,1016,0.0
1998,土耳其,地球物理灾害,地震,西亚/中东,1,2,690,0.0
1999,土耳其,地球物理灾害,地震,西亚/中东,1,17127,1358953,20000000.0
1999,土耳其,地球物理灾害,地震,西亚/中东,1,6,422,0.0
1999,土耳其,地球物理灾害,地震,西亚/中东,1,0,103,0.0
1999,土耳其,地球物理灾害,地震,西亚/中东,1,1,166,0.0
1999,土耳其,地球物理灾害,地震,西亚/中东,1,3,200,0.0
1999,土耳其,地球物理灾害,地震,西亚/中东,1,845,224948,1000000.0
2000,土耳其,地球物理灾害,地震,西亚/中东,1,1,1000,0.0
2000,土耳其,地球物理灾害,地震,西亚/中东,1,2,23080,0.0
2001,土耳其,地球物理灾害,地震,西亚/中东,1,0,480,0.0
2001,土耳其,地球物理灾害,地震,西亚/中东,1,0,131,0.0
2002,土耳其,地球物理灾害,地震,西亚/中东,1,42,252327,95000.0
2003,土耳其,地球物理灾害,地震,西亚/中东,1,1,2,0.0
2003,土耳其,地球物理灾害,地震,西亚/中东,1,177,290520,135000.0
2003,土耳其,地球物理灾害,地震,西亚/中东,1,0,240,0.0
2003,土耳其,地球物理灾害,地震,西亚/中东,1,0,170,0.0
2004,土耳其,地球物理灾害,地震,西亚/中东,1,9,4030,0.0
2004,土耳其,地球物理灾害,地震,西亚/中东,1,0,32530,0.0
2004,土耳其,地球物理灾害,地震,西亚/中东,1,18,356,0.0
2005,土耳其,地球物理灾害,地震,西亚/中东,1,2,422,0.0
2005,土耳其,地球物理灾害,地震,西亚/中东,1,0,2268,0.0
2005,土耳其,地球物理灾害,地震,西亚/中东,1,0,354,0.0
2010,土耳其,地球物理灾害,地震,西亚/中东,1,51,3600,0.0
2011,土耳其,地球物理灾害,地震,西亚/中东,1,3,10121,244000.0
2011,土耳其,地球物理灾害,地震,西亚/中东,1,604,32938,1500000.0
2011,土耳其,地球物理灾害,地震,西亚/中东,1,40,105,0.0
2014,土耳其,地球物理灾害,地震,西亚/中东,1,0,324,0.0
2017,土耳其,地球物理灾害,地震,西亚/中东,1,0,360,0.0
1954,阿富汗,地球物理灾害,地震,南亚,1,2000,0,0.0
1956,阿富汗,地球物理灾害,地震,南亚,1,100,2000,25000.0
1976,阿富汗,地球物理灾害,地震,南亚,1,50,90000,0.0
1982,阿富汗,地球物理灾害,地震,南亚,1,500,38000,1000.0
1983,阿富汗,地球物理灾害,地震,南亚,1,12,34503,3000.0
1984,阿富汗,地球物理灾害,地震,南亚,1,1,35,5000.0
1991,阿富汗,地球物理灾害,地震,南亚,1,130,7000,0.0
1991,阿富汗,地球物理灾害,地震,南亚,1,24,0,0.0
1992,阿富汗,地球物理灾害,地震,南亚,1,14,0,0.0
1994,阿富汗,地球物理灾害,地震,南亚,1,160,100330,0.0
1996,阿富汗,地球物理灾害,地震,南亚,1,0,3250,0.0
1997,阿富汗,地球物理灾害,地震,南亚,1,5,0,10.0
1998,阿富汗,地球物理灾害,地震,南亚,1,2323,32818,10000.0
1998,阿富汗,地球物理灾害,地震,南亚,1,4700,116935,10000.0
1998,阿富汗,地球物理灾害,地震,南亚,1,0,0,0.0
1999,阿富汗,地球物理灾害,地震,南亚,1,70,91960,0.0
2001,阿富汗,地球物理灾害,地震,南亚,1,0,0,0.0
2001,阿富汗,地球物理灾害,地震,南亚,1,4,270,0.0
2002,阿富汗,地球物理灾害,地震,南亚,1,150,3513,0.0
2002,阿富汗,地球物理灾害,地震,南亚,1,1000,91228,0.0
2002,阿富汗,地球物理灾害,地震,南亚,1,50,6150,0.0
2003,阿富汗,地球物理灾害,地震,南亚,1,1,1001,0.0
2004,阿富汗,地球物理灾害,地震,南亚,1,2,1040,0.0
2005,阿富汗,地球物理灾害,地震,南亚,1,1,0,50.0
2005,阿富汗,地球物理灾害,地震,南亚,1,5,501,0.0
2006,阿富汗,地球物理灾害,地震,南亚,1,1,935,0.0
2009,阿富汗,地球物理灾害,地震,南亚,1,22,3309,0.0
2010,阿富汗,地球物理灾害,地震,南亚,1,11,1070,0.0
2012,阿富汗,地球物理灾害,地震,南亚,1,73,237,0.0
2013,阿富汗,地球物理灾害,地震,南亚,1,18,3531,0.0
2015,阿富汗,地球物理灾害,地震,南亚,1,115,92725,0.0
2015,阿富汗,地球物理灾害,地震,南亚,1,0,407,0.0
1988,孟加拉,地球物理灾害,地震,南亚,1,2,100,0.0
1989,孟加拉,地球物理灾害,地震,南亚,1,1,100,0.0
1997,孟加拉,地球物理灾害,地震,南亚,1,23,200,0.0
1999,孟加拉,地球物理灾害,地震,南亚,1,6,15200,0.0
2000,孟加拉,地球物理灾害,地震,南亚,1,0,1000,0.0
2003,孟加拉,地球物理灾害,地震,南亚,1,2,2525,0.0
2004,孟加拉,地球物理灾害,地震,南亚,1,2,0,500000.0
2015,孟加拉,地球物理灾害,地震,南亚,1,4,200,0.0
2016,孟加拉,地球物理灾害,地震,南亚,1,5,70,0.0
1905,印度,地球物理灾害,地震,南亚,1,20000,0,0.0
1934,印度,地球物理灾害,地震,南亚,1,6000,0,0.0
1946,印度,地球物理灾害,地震,南亚,1,400,0,0.0
1950,印度,地球物理灾害,地震,南亚,1,1500,0,0.0
1956,印度,地球物理灾害,地震,南亚,1,113,219,0.0
1967,印度,地球物理灾害,地震,南亚,1,177,52272,400.0
1970,印度,地球物理灾害,地震,南亚,1,26,0,0.0
1972,印度,地球物理灾害,地震,南亚,1,100,0,0.0
1975,印度,地球物理灾害,地震,南亚,1,47,0,0.0
1979,印度,地球物理灾害,地震,南亚,1,0,0,0.0
