,商品ID,名称,价格,浏览量,销量,库存
626,630,戴尔DELL灵越5000fit 14英寸英特尔酷睿i5轻薄窄边框笔记本电脑(十代i5-10210U 8G 512G MX250 2G 2年整机)银,5599.00,560,961,390
627,631,小米 (MI)Ruby 15.6英寸 网课 学习轻薄笔记本电脑(英特尔酷睿i5-8250U 8G 512G SSD 2G GDDR5独显 FHD 全键盘 Office Win10) 深空灰 电脑,4299.00,554,741,369
628,632,华硕(ASUS) 灵耀X2 Duo 英特尔酷睿i7 14英寸双屏设计轻薄笔记本电脑(i7-10510U 16GB 1TSSD 双屏技术)翡翠玉,10999.00,463,111,274
629,633,华硕(ASUS) 灵耀14 英特尔酷睿i7 14.0英寸轻薄笔记本电脑(i7-1065G7 16G 512GSSD 100%sRGB 人脸识别)松木青,7199.00,9,252,744
630,634,荣耀MagicBook Pro Win10 16.1英寸全面屏轻薄性能笔记本电脑（标压锐龙R7 3750H 16G 512G 100%sRGB）冰河银,4899.00,86,189,402
631,635,荣耀MagicBook Pro Win10 16.1英寸全面屏轻薄性能笔记本电脑（标压锐龙R5 3550H 8G 512G 100%sRGB）冰河银,3999.00,765,955,198
632,636,荣耀笔记本电脑MagicBook 14 14英寸全面屏轻薄本（AMD锐龙R5 3500U 8G 512G 多屏协同 指纹Win10）银,3899.00,925,454,477
633,637,华为(HUAWEI)MateBook D 14全面屏轻薄笔记本电脑多屏协同便携超级快充(i5-10210U 16G+512G 独显)银,5499.00,609,495,185
634,638,Apple 2020新款 MacBook Air 13.3 Retina屏 十代i3 8G 256G SSD 深空灰 笔记本电脑 轻薄本 MWTJ2CH/A,7799.00,325,20,684
635,639,华为(HUAWEI)MateBook 13 2020款 锐龙版 全面屏轻薄笔记本电脑 (AMD R5 16+512GB 集显 Office 2K )银,4599.00,458,13,354
636,640,华为(HUAWEI)MateBook 13 2020款 锐龙版 全面屏轻薄笔记本电脑 (AMD R5 16+512GB 集显 Office 2K )灰,4599.00,957,319,181
637,641,华为(HUAWEI) MateBook D 14英寸全面屏轻薄笔记本电脑便携超级快充(AMD锐龙5 3500U 16+512GB)灰,4099.00,928,622,540
638,642,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁)游戏 银 手提 笔记本电脑 小米 红米,3959.00,99,731,490
639,643,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i7-10510U 8G 512G SSD MX250 2G独显 手环疾速解锁 Office)银色 手提 笔记本电脑,4659.00,924,556,262
640,644,宏碁 传奇 14英寸 7nm六核处理器 轻薄本 全功能Type-C 金属机身 笔记本电脑(R5-4500U 7纳米 16G 512GSSD ),3988.00,968,217,636
641,645,戴尔DELL灵越7000-7591英特尔酷睿i7 15.6英寸 高色域 全面屏 高性能 创意 设计师 戴尔电脑 轻薄本 笔记本电脑(i7-9750H 8G 512G GTX1650 2年全智),7799.00,728,648,100
642,646,惠普(HP)星14 青春版 14英寸轻薄窄边框笔记本电脑(R5-3500U 8G 256GSSD FHD IPS)银,3499.00,825,443,964
643,647,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i7 16G 512G MX350 触控屏 多屏协同)银,7388.00,163,551,991
644,648,华为HUAWEI MateBook 14 2020款全面屏轻薄笔记本电脑 十代酷睿(i5 16G 512G MX350 触控屏 多屏协同)灰,6399.00,121,274,644
645,649,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i5 8G 512G MX250 office 多屏协同)银,5888.00,54,907,623
646,650,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i7 16G 512G MX350 触控屏 多屏协同)灰,7388.00,819,987,903
647,651,华为HUAWEI MateBook 14 2020款全面屏轻薄笔记本电脑 十代酷睿(i5 16G 512G MX350 触控屏 多屏协同)银,6388.00,528,742,959
648,652,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i5-10210U 8G 512G PCIe MX250 2G 一年上门+意外 3年保修）,5199.00,279,94,416
649,653,RedmiBook 14 锐龙版 全金属超轻薄(AMD Ryzen R5-3500U 8G 512G PCIe 全高清）银 游戏笔记本电脑 小米 红米,3699.00,817,399,607
650,654,RedmiBook 16 锐龙版 超轻薄全面屏(6核R5-4500U 16G 512G 100% sRGB高色域)灰 手提 笔记本电脑 小米 红米,3999.00,863,960,408
651,655,宏碁(Acer)墨舞EX215 15.6英寸 轻薄 网课 十代酷睿 大屏笔记本(i5-10210U 8G 512GSSD 独显 全高清 防蓝光),3889.00,848,850,895
652,656,联想ThinkPad E14 锐龙版（1TCD）14英寸轻薄笔记本电脑（锐龙5-4500U 16G 512GSSD IPS高分屏）黑色,4499.00,815,464,274
653,657,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i5-10210U 8G 512G  MX250 2G 高色域 一年上门+意外 2年电池）,5599.00,425,819,722
654,658,华为(HUAWEI) MateBook D 14英寸全面屏轻薄笔记本电脑便携超级快充(AMD锐龙5 3500U 16+512GB)银,4099.00,763,447,311
655,659,华硕（ASUS）破晓7 2020款 英特尔酷睿15.6英寸商务轻薄本笔记本电脑 i5预装Office 银灰色 英特尔酷睿i5 16G 512G固态 2G独显,4299.00,342,839,926
656,660,戴尔DELL灵越5000fit 14英寸英特尔酷睿i5轻薄窄边框笔记本电脑(十代i5-10210U 8G 512G MX250 2G 2年整机)银,5599.00,250,307,431
657,661,小米 (MI)Ruby 15.6英寸 网课 学习轻薄笔记本电脑(英特尔酷睿i5-8250U 8G 512G SSD 2G GDDR5独显 FHD 全键盘 Office Win10) 深空灰 电脑,4299.00,81,331,262
658,662,华硕(ASUS) 灵耀X2 Duo 英特尔酷睿i7 14英寸双屏设计轻薄笔记本电脑(i7-10510U 16GB 1TSSD 双屏技术)翡翠玉,10999.00,780,613,658
659,663,华硕(ASUS) 灵耀14 英特尔酷睿i7 14.0英寸轻薄笔记本电脑(i7-1065G7 16G 512GSSD 100%sRGB 人脸识别)松木青,7199.00,703,625,492
660,664,荣耀MagicBook Pro Win10 16.1英寸全面屏轻薄性能笔记本电脑（标压锐龙R7 3750H 16G 512G 100%sRGB）冰河银,4899.00,230,764,762
661,665,荣耀MagicBook Pro Win10 16.1英寸全面屏轻薄性能笔记本电脑（标压锐龙R5 3550H 8G 512G 100%sRGB）冰河银,3999.00,113,730,577
662,666,荣耀笔记本电脑MagicBook 14 14英寸全面屏轻薄本（AMD锐龙R5 3500U 8G 512G 多屏协同 指纹Win10）银,3899.00,813,930,649
663,667,华为(HUAWEI)MateBook D 14全面屏轻薄笔记本电脑多屏协同便携超级快充(i5-10210U 16G+512G 独显)银,5499.00,193,736,519
664,668,Apple 2020新款 MacBook Air 13.3 Retina屏 十代i3 8G 256G SSD 深空灰 笔记本电脑 轻薄本 MWTJ2CH/A,7799.00,891,619,462
665,669,华为(HUAWEI)MateBook 13 2020款 锐龙版 全面屏轻薄笔记本电脑 (AMD R5 16+512GB 集显 Office 2K )银,4599.00,360,425,99
666,670,华为(HUAWEI)MateBook 13 2020款 锐龙版 全面屏轻薄笔记本电脑 (AMD R5 16+512GB 集显 Office 2K )灰,4599.00,861,769,114
667,671,华为(HUAWEI) MateBook D 14英寸全面屏轻薄笔记本电脑便携超级快充(AMD锐龙5 3500U 16+512GB)灰,4099.00,206,683,40
668,672,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁)游戏 银 手提 笔记本电脑 小米 红米,3959.00,665,690,655
669,673,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i7-10510U 8G 512G SSD MX250 2G独显 手环疾速解锁 Office)银色 手提 笔记本电脑,4659.00,123,652,624
670,674,宏碁 传奇 14英寸 7nm六核处理器 轻薄本 全功能Type-C 金属机身 笔记本电脑(R5-4500U 7纳米 16G 512GSSD ),3988.00,13,981,958
671,675,戴尔DELL灵越7000-7591英特尔酷睿i7 15.6英寸 高色域 全面屏 高性能 创意 设计师 戴尔电脑 轻薄本 笔记本电脑(i7-9750H 8G 512G GTX1650 2年全智),7799.00,615,381,99
672,676,惠普(HP)星14 青春版 14英寸轻薄窄边框笔记本电脑(R5-3500U 8G 256GSSD FHD IPS)银,3499.00,322,472,28
673,677,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i7 16G 512G MX350 触控屏 多屏协同)银,7388.00,266,741,484
674,678,华为HUAWEI MateBook 14 2020款全面屏轻薄笔记本电脑 十代酷睿(i5 16G 512G MX350 触控屏 多屏协同)灰,6399.00,231,576,751
675,679,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i5 8G 512G MX250 office 多屏协同)银,5888.00,571,203,175
676,680,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i7 16G 512G MX350 触控屏 多屏协同)灰,7388.00,941,15,814
677,681,华为HUAWEI MateBook 14 2020款全面屏轻薄笔记本电脑 十代酷睿(i5 16G 512G MX350 触控屏 多屏协同)银,6388.00,878,97,916
678,682,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i5-10210U 8G 512G PCIe MX250 2G 一年上门+意外 3年保修）,5199.00,107,790,539
679,683,RedmiBook 14 锐龙版 全金属超轻薄(AMD Ryzen R5-3500U 8G 512G PCIe 全高清）银 游戏笔记本电脑 小米 红米,3699.00,793,660,241
680,684,RedmiBook 16 锐龙版 超轻薄全面屏(6核R5-4500U 16G 512G 100% sRGB高色域)灰 手提 笔记本电脑 小米 红米,3999.00,53,946,529
681,685,宏碁(Acer)墨舞EX215 15.6英寸 轻薄 网课 十代酷睿 大屏笔记本(i5-10210U 8G 512GSSD 独显 全高清 防蓝光),3889.00,970,149,288
682,686,联想ThinkPad E14 锐龙版（1TCD）14英寸轻薄笔记本电脑（锐龙5-4500U 16G 512GSSD IPS高分屏）黑色,4499.00,675,939,891
683,687,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i5-10210U 8G 512G  MX250 2G 高色域 一年上门+意外 2年电池）,5599.00,232,483,345
684,688,华为(HUAWEI) MateBook D 14英寸全面屏轻薄笔记本电脑便携超级快充(AMD锐龙5 3500U 16+512GB)银,4099.00,548,966,177
685,689,华硕（ASUS）破晓7 2020款 英特尔酷睿15.6英寸商务轻薄本笔记本电脑 i5预装Office 银灰色 英特尔酷睿i5 16G 512G固态 2G独显,4299.00,275,960,668
686,690,戴尔DELL灵越5000fit 14英寸英特尔酷睿i5轻薄窄边框笔记本电脑(十代i5-10210U 8G 512G MX250 2G 2年整机)银,5599.00,734,253,667
687,691,小米 (MI)Ruby 15.6英寸 网课 学习轻薄笔记本电脑(英特尔酷睿i5-8250U 8G 512G SSD 2G GDDR5独显 FHD 全键盘 Office Win10) 深空灰 电脑,4299.00,192,717,333
688,692,华硕(ASUS) 灵耀X2 Duo 英特尔酷睿i7 14英寸双屏设计轻薄笔记本电脑(i7-10510U 16GB 1TSSD 双屏技术)翡翠玉,10999.00,951,296,269
689,693,华硕(ASUS) 灵耀14 英特尔酷睿i7 14.0英寸轻薄笔记本电脑(i7-1065G7 16G 512GSSD 100%sRGB 人脸识别)松木青,7199.00,699,314,615
690,694,荣耀MagicBook Pro Win10 16.1英寸全面屏轻薄性能笔记本电脑（标压锐龙R7 3750H 16G 512G 100%sRGB）冰河银,4899.00,937,518,57
691,695,荣耀MagicBook Pro Win10 16.1英寸全面屏轻薄性能笔记本电脑（标压锐龙R5 3550H 8G 512G 100%sRGB）冰河银,3999.00,568,357,641
692,696,荣耀笔记本电脑MagicBook 14 14英寸全面屏轻薄本（AMD锐龙R5 3500U 8G 512G 多屏协同 指纹Win10）银,3899.00,945,114,307
693,697,华为(HUAWEI)MateBook D 14全面屏轻薄笔记本电脑多屏协同便携超级快充(i5-10210U 16G+512G 独显)银,5499.00,44,631,674
694,698,Apple 2020新款 MacBook Air 13.3 Retina屏 十代i3 8G 256G SSD 深空灰 笔记本电脑 轻薄本 MWTJ2CH/A,7799.00,934,893,344
695,699,华为(HUAWEI)MateBook 13 2020款 锐龙版 全面屏轻薄笔记本电脑 (AMD R5 16+512GB 集显 Office 2K )银,4599.00,142,432,945
696,700,华为(HUAWEI)MateBook 13 2020款 锐龙版 全面屏轻薄笔记本电脑 (AMD R5 16+512GB 集显 Office 2K )灰,4599.00,57,444,291
697,701,华为(HUAWEI) MateBook D 14英寸全面屏轻薄笔记本电脑便携超级快充(AMD锐龙5 3500U 16+512GB)灰,4099.00,227,488,533
698,702,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁)游戏 银 手提 笔记本电脑 小米 红米,3959.00,649,831,108
699,703,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i7-10510U 8G 512G SSD MX250 2G独显 手环疾速解锁 Office)银色 手提 笔记本电脑,4659.00,274,410,967
700,704,宏碁 传奇 14英寸 7nm六核处理器 轻薄本 全功能Type-C 金属机身 笔记本电脑(R5-4500U 7纳米 16G 512GSSD ),3988.00,210,807,411
701,705,戴尔DELL灵越7000-7591英特尔酷睿i7 15.6英寸 高色域 全面屏 高性能 创意 设计师 戴尔电脑 轻薄本 笔记本电脑(i7-9750H 8G 512G GTX1650 2年全智),7799.00,73,670,577
702,706,惠普(HP)星14 青春版 14英寸轻薄窄边框笔记本电脑(R5-3500U 8G 256GSSD FHD IPS)银,3499.00,688,484,166
703,707,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i7 16G 512G MX350 触控屏 多屏协同)银,7388.00,552,25,486
704,708,华为HUAWEI MateBook 14 2020款全面屏轻薄笔记本电脑 十代酷睿(i5 16G 512G MX350 触控屏 多屏协同)灰,6399.00,739,217,859
705,709,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i5 8G 512G MX250 office 多屏协同)银,5888.00,430,73,402
706,710,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i7 16G 512G MX350 触控屏 多屏协同)灰,7388.00,732,57,316
707,711,华为HUAWEI MateBook 14 2020款全面屏轻薄笔记本电脑 十代酷睿(i5 16G 512G MX350 触控屏 多屏协同)银,6388.00,922,730,943
708,712,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i5-10210U 8G 512G PCIe MX250 2G 一年上门+意外 3年保修）,5199.00,181,440,338
709,713,RedmiBook 14 锐龙版 全金属超轻薄(AMD Ryzen R5-3500U 8G 512G PCIe 全高清）银 游戏笔记本电脑 小米 红米,3699.00,680,683,785
710,714,RedmiBook 16 锐龙版 超轻薄全面屏(6核R5-4500U 16G 512G 100% sRGB高色域)灰 手提 笔记本电脑 小米 红米,3999.00,66,635,888
711,715,宏碁(Acer)墨舞EX215 15.6英寸 轻薄 网课 十代酷睿 大屏笔记本(i5-10210U 8G 512GSSD 独显 全高清 防蓝光),3889.00,827,282,183
712,716,联想ThinkPad E14 锐龙版（1TCD）14英寸轻薄笔记本电脑（锐龙5-4500U 16G 512GSSD IPS高分屏）黑色,4499.00,774,669,562
713,717,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i5-10210U 8G 512G  MX250 2G 高色域 一年上门+意外 2年电池）,5599.00,645,235,431
714,718,华为(HUAWEI) MateBook D 14英寸全面屏轻薄笔记本电脑便携超级快充(AMD锐龙5 3500U 16+512GB)银,4099.00,814,230,483
715,719,华硕（ASUS）破晓7 2020款 英特尔酷睿15.6英寸商务轻薄本笔记本电脑 i5预装Office 银灰色 英特尔酷睿i5 16G 512G固态 2G独显,4299.00,478,480,47
716,720,戴尔DELL灵越5000fit 14英寸英特尔酷睿i5轻薄窄边框笔记本电脑(十代i5-10210U 8G 512G MX250 2G 2年整机)银,5599.00,460,237,700
717,721,小米 (MI)Ruby 15.6英寸 网课 学习轻薄笔记本电脑(英特尔酷睿i5-8250U 8G 512G SSD 2G GDDR5独显 FHD 全键盘 Office Win10) 深空灰 电脑,4299.00,455,104,81
718,722,华硕(ASUS) 灵耀X2 Duo 英特尔酷睿i7 14英寸双屏设计轻薄笔记本电脑(i7-10510U 16GB 1TSSD 双屏技术)翡翠玉,10999.00,193,207,842
719,723,华硕(ASUS) 灵耀14 英特尔酷睿i7 14.0英寸轻薄笔记本电脑(i7-1065G7 16G 512GSSD 100%sRGB 人脸识别)松木青,7199.00,962,164,341
720,724,荣耀MagicBook Pro Win10 16.1英寸全面屏轻薄性能笔记本电脑（标压锐龙R7 3750H 16G 512G 100%sRGB）冰河银,4899.00,289,312,576
721,725,荣耀MagicBook Pro Win10 16.1英寸全面屏轻薄性能笔记本电脑（标压锐龙R5 3550H 8G 512G 100%sRGB）冰河银,3999.00,45,979,972
722,726,荣耀笔记本电脑MagicBook 14 14英寸全面屏轻薄本（AMD锐龙R5 3500U 8G 512G 多屏协同 指纹Win10）银,3899.00,58,283,44
723,727,华为(HUAWEI)MateBook D 14全面屏轻薄笔记本电脑多屏协同便携超级快充(i5-10210U 16G+512G 独显)银,5499.00,27,376,70
724,728,Apple 2020新款 MacBook Air 13.3 Retina屏 十代i3 8G 256G SSD 深空灰 笔记本电脑 轻薄本 MWTJ2CH/A,7799.00,962,492,922
725,729,华为(HUAWEI)MateBook 13 2020款 锐龙版 全面屏轻薄笔记本电脑 (AMD R5 16+512GB 集显 Office 2K )银,4599.00,798,765,464
726,730,华为(HUAWEI)MateBook 13 2020款 锐龙版 全面屏轻薄笔记本电脑 (AMD R5 16+512GB 集显 Office 2K )灰,4599.00,642,547,490
727,731,华为(HUAWEI) MateBook D 14英寸全面屏轻薄笔记本电脑便携超级快充(AMD锐龙5 3500U 16+512GB)灰,4099.00,273,143,645
728,732,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁)游戏 银 手提 笔记本电脑 小米 红米,3959.00,698,14,26
729,733,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i7-10510U 8G 512G SSD MX250 2G独显 手环疾速解锁 Office)银色 手提 笔记本电脑,4659.00,658,831,188
730,734,宏碁 传奇 14英寸 7nm六核处理器 轻薄本 全功能Type-C 金属机身 笔记本电脑(R5-4500U 7纳米 16G 512GSSD ),3988.00,713,302,323
731,735,戴尔DELL灵越7000-7591英特尔酷睿i7 15.6英寸 高色域 全面屏 高性能 创意 设计师 戴尔电脑 轻薄本 笔记本电脑(i7-9750H 8G 512G GTX1650 2年全智),7799.00,301,386,411
732,736,惠普(HP)星14 青春版 14英寸轻薄窄边框笔记本电脑(R5-3500U 8G 256GSSD FHD IPS)银,3499.00,963,294,68
733,737,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i7 16G 512G MX350 触控屏 多屏协同)银,7388.00,174,929,112
734,738,华为HUAWEI MateBook 14 2020款全面屏轻薄笔记本电脑 十代酷睿(i5 16G 512G MX350 触控屏 多屏协同)灰,6399.00,474,322,497
735,739,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i5 8G 512G MX250 office 多屏协同)银,5888.00,252,380,235
736,740,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i7 16G 512G MX350 触控屏 多屏协同)灰,7388.00,213,211,996
737,741,华为HUAWEI MateBook 14 2020款全面屏轻薄笔记本电脑 十代酷睿(i5 16G 512G MX350 触控屏 多屏协同)银,6388.00,935,14,729
738,742,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i5-10210U 8G 512G PCIe MX250 2G 一年上门+意外 3年保修）,5199.00,541,103,551
739,743,RedmiBook 14 锐龙版 全金属超轻薄(AMD Ryzen R5-3500U 8G 512G PCIe 全高清）银 游戏笔记本电脑 小米 红米,3699.00,84,914,213
740,744,RedmiBook 16 锐龙版 超轻薄全面屏(6核R5-4500U 16G 512G 100% sRGB高色域)灰 手提 笔记本电脑 小米 红米,3999.00,697,715,263
741,745,宏碁(Acer)墨舞EX215 15.6英寸 轻薄 网课 十代酷睿 大屏笔记本(i5-10210U 8G 512GSSD 独显 全高清 防蓝光),3889.00,667,959,409
742,746,联想ThinkPad E14 锐龙版（1TCD）14英寸轻薄笔记本电脑（锐龙5-4500U 16G 512GSSD IPS高分屏）黑色,4499.00,810,579,333
743,747,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i5-10210U 8G 512G  MX250 2G 高色域 一年上门+意外 2年电池）,5599.00,336,342,447
744,748,华为(HUAWEI) MateBook D 14英寸全面屏轻薄笔记本电脑便携超级快充(AMD锐龙5 3500U 16+512GB)银,4099.00,831,500,381
745,749,华硕（ASUS）破晓7 2020款 英特尔酷睿15.6英寸商务轻薄本笔记本电脑 i5预装Office 银灰色 英特尔酷睿i5 16G 512G固态 2G独显,4299.00,780,98,165
746,750,戴尔DELL灵越5000fit 14英寸英特尔酷睿i5轻薄窄边框笔记本电脑(十代i5-10210U 8G 512G MX250 2G 2年整机)银,5599.00,243,763,684
747,751,小米 (MI)Ruby 15.6英寸 网课 学习轻薄笔记本电脑(英特尔酷睿i5-8250U 8G 512G SSD 2G GDDR5独显 FHD 全键盘 Office Win10) 深空灰 电脑,4299.00,768,62,90
748,752,华硕(ASUS) 灵耀X2 Duo 英特尔酷睿i7 14英寸双屏设计轻薄笔记本电脑(i7-10510U 16GB 1TSSD 双屏技术)翡翠玉,10999.00,459,584,900
749,753,华硕(ASUS) 灵耀14 英特尔酷睿i7 14.0英寸轻薄笔记本电脑(i7-1065G7 16G 512GSSD 100%sRGB 人脸识别)松木青,7199.00,882,850,173
750,754,荣耀MagicBook Pro Win10 16.1英寸全面屏轻薄性能笔记本电脑（标压锐龙R7 3750H 16G 512G 100%sRGB）冰河银,4899.00,233,362,314
751,755,荣耀MagicBook Pro Win10 16.1英寸全面屏轻薄性能笔记本电脑（标压锐龙R5 3550H 8G 512G 100%sRGB）冰河银,3999.00,461,197,205
752,756,荣耀笔记本电脑MagicBook 14 14英寸全面屏轻薄本（AMD锐龙R5 3500U 8G 512G 多屏协同 指纹Win10）银,3899.00,914,752,990
753,757,华为(HUAWEI)MateBook D 14全面屏轻薄笔记本电脑多屏协同便携超级快充(i5-10210U 16G+512G 独显)银,5499.00,408,414,360
754,758,Apple 2020新款 MacBook Air 13.3 Retina屏 十代i3 8G 256G SSD 深空灰 笔记本电脑 轻薄本 MWTJ2CH/A,7799.00,117,836,56
755,759,华为(HUAWEI)MateBook 13 2020款 锐龙版 全面屏轻薄笔记本电脑 (AMD R5 16+512GB 集显 Office 2K )银,4599.00,966,591,567
756,760,华为(HUAWEI)MateBook 13 2020款 锐龙版 全面屏轻薄笔记本电脑 (AMD R5 16+512GB 集显 Office 2K )灰,4599.00,376,974,588
757,761,华为(HUAWEI) MateBook D 14英寸全面屏轻薄笔记本电脑便携超级快充(AMD锐龙5 3500U 16+512GB)灰,4099.00,767,402,503
758,762,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁)游戏 银 手提 笔记本电脑 小米 红米,3959.00,769,912,349
759,763,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i7-10510U 8G 512G SSD MX250 2G独显 手环疾速解锁 Office)银色 手提 笔记本电脑,4659.00,339,808,823
760,764,宏碁 传奇 14英寸 7nm六核处理器 轻薄本 全功能Type-C 金属机身 笔记本电脑(R5-4500U 7纳米 16G 512GSSD ),3988.00,966,784,249
761,765,戴尔DELL灵越7000-7591英特尔酷睿i7 15.6英寸 高色域 全面屏 高性能 创意 设计师 戴尔电脑 轻薄本 笔记本电脑(i7-9750H 8G 512G GTX1650 2年全智),7799.00,255,174,782
762,766,惠普(HP)星14 青春版 14英寸轻薄窄边框笔记本电脑(R5-3500U 8G 256GSSD FHD IPS)银,3499.00,188,506,137
763,767,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i7 16G 512G MX350 触控屏 多屏协同)银,7388.00,924,504,910
764,768,华为HUAWEI MateBook 14 2020款全面屏轻薄笔记本电脑 十代酷睿(i5 16G 512G MX350 触控屏 多屏协同)灰,6399.00,31,980,532
765,769,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i5 8G 512G MX250 office 多屏协同)银,5888.00,986,192,855
766,770,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i7 16G 512G MX350 触控屏 多屏协同)灰,7388.00,261,976,364
767,771,华为HUAWEI MateBook 14 2020款全面屏轻薄笔记本电脑 十代酷睿(i5 16G 512G MX350 触控屏 多屏协同)银,6388.00,223,451,939
768,772,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i5-10210U 8G 512G PCIe MX250 2G 一年上门+意外 3年保修）,5199.00,423,597,44
769,773,RedmiBook 14 锐龙版 全金属超轻薄(AMD Ryzen R5-3500U 8G 512G PCIe 全高清）银 游戏笔记本电脑 小米 红米,3699.00,591,21,983
770,774,RedmiBook 16 锐龙版 超轻薄全面屏(6核R5-4500U 16G 512G 100% sRGB高色域)灰 手提 笔记本电脑 小米 红米,3999.00,281,396,171
771,775,宏碁(Acer)墨舞EX215 15.6英寸 轻薄 网课 十代酷睿 大屏笔记本(i5-10210U 8G 512GSSD 独显 全高清 防蓝光),3889.00,599,434,159
772,776,联想ThinkPad E14 锐龙版（1TCD）14英寸轻薄笔记本电脑（锐龙5-4500U 16G 512GSSD IPS高分屏）黑色,4499.00,1004,92,499
773,777,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i5-10210U 8G 512G  MX250 2G 高色域 一年上门+意外 2年电池）,5599.00,530,876,855
774,778,华为(HUAWEI) MateBook D 14英寸全面屏轻薄笔记本电脑便携超级快充(AMD锐龙5 3500U 16+512GB)银,4099.00,346,675,689
775,779,华硕（ASUS）破晓7 2020款 英特尔酷睿15.6英寸商务轻薄本笔记本电脑 i5预装Office 银灰色 英特尔酷睿i5 16G 512G固态 2G独显,4299.00,101,792,556
776,780,戴尔DELL灵越5000fit 14英寸英特尔酷睿i5轻薄窄边框笔记本电脑(十代i5-10210U 8G 512G MX250 2G 2年整机)银,5599.00,536,172,357
777,781,小米 (MI)Ruby 15.6英寸 网课 学习轻薄笔记本电脑(英特尔酷睿i5-8250U 8G 512G SSD 2G GDDR5独显 FHD 全键盘 Office Win10) 深空灰 电脑,4299.00,794,215,755
778,782,华硕(ASUS) 灵耀X2 Duo 英特尔酷睿i7 14英寸双屏设计轻薄笔记本电脑(i7-10510U 16GB 1TSSD 双屏技术)翡翠玉,10999.00,143,403,681
779,783,华硕(ASUS) 灵耀14 英特尔酷睿i7 14.0英寸轻薄笔记本电脑(i7-1065G7 16G 512GSSD 100%sRGB 人脸识别)松木青,7199.00,937,245,235
780,784,荣耀MagicBook Pro Win10 16.1英寸全面屏轻薄性能笔记本电脑（标压锐龙R7 3750H 16G 512G 100%sRGB）冰河银,4899.00,695,641,599
781,785,荣耀MagicBook Pro Win10 16.1英寸全面屏轻薄性能笔记本电脑（标压锐龙R5 3550H 8G 512G 100%sRGB）冰河银,3999.00,718,665,530
782,786,荣耀笔记本电脑MagicBook 14 14英寸全面屏轻薄本（AMD锐龙R5 3500U 8G 512G 多屏协同 指纹Win10）银,3899.00,68,989,127
783,787,华为(HUAWEI)MateBook D 14全面屏轻薄笔记本电脑多屏协同便携超级快充(i5-10210U 16G+512G 独显)银,5499.00,94,500,708
784,788,Apple 2020新款 MacBook Air 13.3 Retina屏 十代i3 8G 256G SSD 深空灰 笔记本电脑 轻薄本 MWTJ2CH/A,7799.00,368,119,364
